text,label
你能解释一下信号控制的算法吗？,0
交通控制系统的发展历史是怎样的？,0
红绿灯的设计标准有哪些？,0
什么是交通信号灯的基本原理？,0
什么是交通信号灯的基本原理？,0
什么是交通信号灯的基本原理？,0
你能解释一下信号控制的算法吗？,0
你能解释一下信号控制的算法吗？,0
红绿灯的设计标准有哪些？,0
你能解释一下信号控制的算法吗？,0
你能解释一下信号控制的算法吗？,0
交通控制系统的发展历史是怎样的？,0
你能解释一下信号控制的算法吗？,0
红绿灯的设计标准有哪些？,0
红绿灯的设计标准有哪些？,0
你能解释一下信号控制的算法吗？,0
交通控制系统的发展历史是怎样的？,0
什么是交通信号灯的基本原理？,0
什么是交通信号灯的基本原理？,0
交通控制系统的发展历史是怎样的？,0
什么是交通信号灯的基本原理？,0
你能解释一下信号控制的算法吗？,0
什么是交通信号灯的基本原理？,0
红绿灯的设计标准有哪些？,0
你能解释一下信号控制的算法吗？,0
交通控制系统的发展历史是怎样的？,0
红绿灯的设计标准有哪些？,0
你能解释一下信号控制的算法吗？,0
什么是交通信号灯的基本原理？,0
你能解释一下信号控制的算法吗？,0
什么是交通信号灯的基本原理？,0
红绿灯的设计标准有哪些？,0
红绿灯的设计标准有哪些？,0
交通控制系统的发展历史是怎样的？,0
交通控制系统的发展历史是怎样的？,0
你能解释一下信号控制的算法吗？,0
红绿灯的设计标准有哪些？,0
交通控制系统的发展历史是怎样的？,0
什么是交通信号灯的基本原理？,0
红绿灯的设计标准有哪些？,0
交通控制系统的发展历史是怎样的？,0
交通控制系统的发展历史是怎样的？,0
红绿灯的设计标准有哪些？,0
红绿灯的设计标准有哪些？,0
什么是交通信号灯的基本原理？,0
你能解释一下信号控制的算法吗？,0
红绿灯的设计标准有哪些？,0
红绿灯的设计标准有哪些？,0
红绿灯的设计标准有哪些？,0
交通控制系统的发展历史是怎样的？,0
红绿灯的设计标准有哪些？,0
交通控制系统的发展历史是怎样的？,0
交通控制系统的发展历史是怎样的？,0
红绿灯的设计标准有哪些？,0
交通控制系统的发展历史是怎样的？,0
你能解释一下信号控制的算法吗？,0
交通控制系统的发展历史是怎样的？,0
什么是交通信号灯的基本原理？,0
什么是交通信号灯的基本原理？,0
交通控制系统的发展历史是怎样的？,0
你能解释一下信号控制的算法吗？,0
什么是交通信号灯的基本原理？,0
红绿灯的设计标准有哪些？,0
红绿灯的设计标准有哪些？,0
红绿灯的设计标准有哪些？,0
你能解释一下信号控制的算法吗？,0
红绿灯的设计标准有哪些？,0
你能解释一下信号控制的算法吗？,0
红绿灯的设计标准有哪些？,0
你能解释一下信号控制的算法吗？,0
什么是交通信号灯的基本原理？,0
红绿灯的设计标准有哪些？,0
什么是交通信号灯的基本原理？,0
什么是交通信号灯的基本原理？,0
交通控制系统的发展历史是怎样的？,0
什么是交通信号灯的基本原理？,0
你能解释一下信号控制的算法吗？,0
你能解释一下信号控制的算法吗？,0
红绿灯的设计标准有哪些？,0
红绿灯的设计标准有哪些？,0
红绿灯的设计标准有哪些？,0
你能解释一下信号控制的算法吗？,0
红绿灯的设计标准有哪些？,0
你能解释一下信号控制的算法吗？,0
什么是交通信号灯的基本原理？,0
什么是交通信号灯的基本原理？,0
什么是交通信号灯的基本原理？,0
交通控制系统的发展历史是怎样的？,0
你能解释一下信号控制的算法吗？,0
红绿灯的设计标准有哪些？,0
红绿灯的设计标准有哪些？,0
你能解释一下信号控制的算法吗？,0
红绿灯的设计标准有哪些？,0
交通控制系统的发展历史是怎样的？,0
红绿灯的设计标准有哪些？,0
你能解释一下信号控制的算法吗？,0
你能解释一下信号控制的算法吗？,0
你能解释一下信号控制的算法吗？,0
什么是交通信号灯的基本原理？,0
你能解释一下信号控制的算法吗？,0
红绿灯的设计标准有哪些？,0
什么是交通信号灯的基本原理？,0
交通控制系统的发展历史是怎样的？,0
交通控制系统的发展历史是怎样的？,0
什么是交通信号灯的基本原理？,0
红绿灯的设计标准有哪些？,0
交通控制系统的发展历史是怎样的？,0
你能解释一下信号控制的算法吗？,0
你能解释一下信号控制的算法吗？,0
红绿灯的设计标准有哪些？,0
红绿灯的设计标准有哪些？,0
你能解释一下信号控制的算法吗？,0
交通控制系统的发展历史是怎样的？,0
红绿灯的设计标准有哪些？,0
你能解释一下信号控制的算法吗？,0
什么是交通信号灯的基本原理？,0
红绿灯的设计标准有哪些？,0
什么是交通信号灯的基本原理？,0
红绿灯的设计标准有哪些？,0
你能解释一下信号控制的算法吗？,0
什么是交通信号灯的基本原理？,0
交通控制系统的发展历史是怎样的？,0
什么是交通信号灯的基本原理？,0
交通控制系统的发展历史是怎样的？,0
什么是交通信号灯的基本原理？,0
交通控制系统的发展历史是怎样的？,0
红绿灯的设计标准有哪些？,0
红绿灯的设计标准有哪些？,0
你能解释一下信号控制的算法吗？,0
什么是交通信号灯的基本原理？,0
你能解释一下信号控制的算法吗？,0
你能解释一下信号控制的算法吗？,0
什么是交通信号灯的基本原理？,0
你能解释一下信号控制的算法吗？,0
交通控制系统的发展历史是怎样的？,0
你能解释一下信号控制的算法吗？,0
交通控制系统的发展历史是怎样的？,0
交通控制系统的发展历史是怎样的？,0
什么是交通信号灯的基本原理？,0
什么是交通信号灯的基本原理？,0
什么是交通信号灯的基本原理？,0
红绿灯的设计标准有哪些？,0
交通控制系统的发展历史是怎样的？,0
红绿灯的设计标准有哪些？,0
什么是交通信号灯的基本原理？,0
红绿灯的设计标准有哪些？,0
什么是交通信号灯的基本原理？,0
你能解释一下信号控制的算法吗？,0
你能解释一下信号控制的算法吗？,0
你能解释一下信号控制的算法吗？,0
你能解释一下信号控制的算法吗？,0
红绿灯的设计标准有哪些？,0
交通控制系统的发展历史是怎样的？,0
什么是交通信号灯的基本原理？,0
交通控制系统的发展历史是怎样的？,0
什么是交通信号灯的基本原理？,0
红绿灯的设计标准有哪些？,0
你能解释一下信号控制的算法吗？,0
交通控制系统的发展历史是怎样的？,0
交通控制系统的发展历史是怎样的？,0
什么是交通信号灯的基本原理？,0
什么是交通信号灯的基本原理？,0
红绿灯的设计标准有哪些？,0
交通控制系统的发展历史是怎样的？,0
你能解释一下信号控制的算法吗？,0
交通控制系统的发展历史是怎样的？,0
你能解释一下信号控制的算法吗？,0
你能解释一下信号控制的算法吗？,0
你能解释一下信号控制的算法吗？,0
什么是交通信号灯的基本原理？,0
你能解释一下信号控制的算法吗？,0
交通控制系统的发展历史是怎样的？,0
什么是交通信号灯的基本原理？,0
你能解释一下信号控制的算法吗？,0
红绿灯的设计标准有哪些？,0
交通控制系统的发展历史是怎样的？,0
红绿灯的设计标准有哪些？,0
什么是交通信号灯的基本原理？,0
交通控制系统的发展历史是怎样的？,0
交通控制系统的发展历史是怎样的？,0
红绿灯的设计标准有哪些？,0
红绿灯的设计标准有哪些？,0
红绿灯的设计标准有哪些？,0
什么是交通信号灯的基本原理？,0
什么是交通信号灯的基本原理？,0
你能解释一下信号控制的算法吗？,0
你能解释一下信号控制的算法吗？,0
红绿灯的设计标准有哪些？,0
红绿灯的设计标准有哪些？,0
什么是交通信号灯的基本原理？,0
什么是交通信号灯的基本原理？,0
红绿灯的设计标准有哪些？,0
交通控制系统的发展历史是怎样的？,0
红绿灯的设计标准有哪些？,0
什么是交通信号灯的基本原理？,0
交通控制系统的发展历史是怎样的？,0
你能解释一下信号控制的算法吗？,0
什么是交通信号灯的基本原理？,0
你能解释一下信号控制的算法吗？,0
你能解释一下信号控制的算法吗？,0
帮我预测一下早高峰三环路的交通状况。,1
请预测明天早上7点天府二街的交通流量。,1
下午5点锦江大道的车流量会很高吗？,1
估计今天中午十二点成渝立交的拥堵程度。,1
帮我预测一下早高峰三环路的交通状况。,1
帮我预测一下早高峰三环路的交通状况。,1
估计今天中午十二点成渝立交的拥堵程度。,1
帮我预测一下早高峰三环路的交通状况。,1
下午5点锦江大道的车流量会很高吗？,1
请预测明天早上7点天府二街的交通流量。,1
下午5点锦江大道的车流量会很高吗？,1
请预测明天早上7点天府二街的交通流量。,1
请预测明天早上7点天府二街的交通流量。,1
估计今天中午十二点成渝立交的拥堵程度。,1
帮我预测一下早高峰三环路的交通状况。,1
请预测明天早上7点天府二街的交通流量。,1
估计今天中午十二点成渝立交的拥堵程度。,1
请预测明天早上7点天府二街的交通流量。,1
帮我预测一下早高峰三环路的交通状况。,1
帮我预测一下早高峰三环路的交通状况。,1
帮我预测一下早高峰三环路的交通状况。,1
请预测明天早上7点天府二街的交通流量。,1
估计今天中午十二点成渝立交的拥堵程度。,1
估计今天中午十二点成渝立交的拥堵程度。,1
帮我预测一下早高峰三环路的交通状况。,1
帮我预测一下早高峰三环路的交通状况。,1
请预测明天早上7点天府二街的交通流量。,1
请预测明天早上7点天府二街的交通流量。,1
估计今天中午十二点成渝立交的拥堵程度。,1
请预测明天早上7点天府二街的交通流量。,1
帮我预测一下早高峰三环路的交通状况。,1
估计今天中午十二点成渝立交的拥堵程度。,1
帮我预测一下早高峰三环路的交通状况。,1
请预测明天早上7点天府二街的交通流量。,1
帮我预测一下早高峰三环路的交通状况。,1
请预测明天早上7点天府二街的交通流量。,1
下午5点锦江大道的车流量会很高吗？,1
请预测明天早上7点天府二街的交通流量。,1
请预测明天早上7点天府二街的交通流量。,1
估计今天中午十二点成渝立交的拥堵程度。,1
请预测明天早上7点天府二街的交通流量。,1
估计今天中午十二点成渝立交的拥堵程度。,1
估计今天中午十二点成渝立交的拥堵程度。,1
请预测明天早上7点天府二街的交通流量。,1
下午5点锦江大道的车流量会很高吗？,1
请预测明天早上7点天府二街的交通流量。,1
下午5点锦江大道的车流量会很高吗？,1
估计今天中午十二点成渝立交的拥堵程度。,1
下午5点锦江大道的车流量会很高吗？,1
下午5点锦江大道的车流量会很高吗？,1
请预测明天早上7点天府二街的交通流量。,1
请预测明天早上7点天府二街的交通流量。,1
下午5点锦江大道的车流量会很高吗？,1
下午5点锦江大道的车流量会很高吗？,1
估计今天中午十二点成渝立交的拥堵程度。,1
请预测明天早上7点天府二街的交通流量。,1
请预测明天早上7点天府二街的交通流量。,1
请预测明天早上7点天府二街的交通流量。,1
下午5点锦江大道的车流量会很高吗？,1
帮我预测一下早高峰三环路的交通状况。,1
请预测明天早上7点天府二街的交通流量。,1
帮我预测一下早高峰三环路的交通状况。,1
估计今天中午十二点成渝立交的拥堵程度。,1
下午5点锦江大道的车流量会很高吗？,1
帮我预测一下早高峰三环路的交通状况。,1
下午5点锦江大道的车流量会很高吗？,1
帮我预测一下早高峰三环路的交通状况。,1
帮我预测一下早高峰三环路的交通状况。,1
估计今天中午十二点成渝立交的拥堵程度。,1
下午5点锦江大道的车流量会很高吗？,1
请预测明天早上7点天府二街的交通流量。,1
下午5点锦江大道的车流量会很高吗？,1
帮我预测一下早高峰三环路的交通状况。,1
请预测明天早上7点天府二街的交通流量。,1
下午5点锦江大道的车流量会很高吗？,1
请预测明天早上7点天府二街的交通流量。,1
下午5点锦江大道的车流量会很高吗？,1
下午5点锦江大道的车流量会很高吗？,1
下午5点锦江大道的车流量会很高吗？,1
估计今天中午十二点成渝立交的拥堵程度。,1
请预测明天早上7点天府二街的交通流量。,1
估计今天中午十二点成渝立交的拥堵程度。,1
下午5点锦江大道的车流量会很高吗？,1
请预测明天早上7点天府二街的交通流量。,1
请预测明天早上7点天府二街的交通流量。,1
下午5点锦江大道的车流量会很高吗？,1
估计今天中午十二点成渝立交的拥堵程度。,1
下午5点锦江大道的车流量会很高吗？,1
下午5点锦江大道的车流量会很高吗？,1
帮我预测一下早高峰三环路的交通状况。,1
请预测明天早上7点天府二街的交通流量。,1
帮我预测一下早高峰三环路的交通状况。,1
下午5点锦江大道的车流量会很高吗？,1
估计今天中午十二点成渝立交的拥堵程度。,1
请预测明天早上7点天府二街的交通流量。,1
请预测明天早上7点天府二街的交通流量。,1
下午5点锦江大道的车流量会很高吗？,1
估计今天中午十二点成渝立交的拥堵程度。,1
请预测明天早上7点天府二街的交通流量。,1
估计今天中午十二点成渝立交的拥堵程度。,1
请预测明天早上7点天府二街的交通流量。,1
帮我预测一下早高峰三环路的交通状况。,1
下午5点锦江大道的车流量会很高吗？,1
下午5点锦江大道的车流量会很高吗？,1
请预测明天早上7点天府二街的交通流量。,1
帮我预测一下早高峰三环路的交通状况。,1
帮我预测一下早高峰三环路的交通状况。,1
估计今天中午十二点成渝立交的拥堵程度。,1
估计今天中午十二点成渝立交的拥堵程度。,1
下午5点锦江大道的车流量会很高吗？,1
帮我预测一下早高峰三环路的交通状况。,1
请预测明天早上7点天府二街的交通流量。,1
请预测明天早上7点天府二街的交通流量。,1
估计今天中午十二点成渝立交的拥堵程度。,1
帮我预测一下早高峰三环路的交通状况。,1
请预测明天早上7点天府二街的交通流量。,1
下午5点锦江大道的车流量会很高吗？,1
下午5点锦江大道的车流量会很高吗？,1
帮我预测一下早高峰三环路的交通状况。,1
帮我预测一下早高峰三环路的交通状况。,1
下午5点锦江大道的车流量会很高吗？,1
帮我预测一下早高峰三环路的交通状况。,1
下午5点锦江大道的车流量会很高吗？,1
帮我预测一下早高峰三环路的交通状况。,1
请预测明天早上7点天府二街的交通流量。,1
估计今天中午十二点成渝立交的拥堵程度。,1
帮我预测一下早高峰三环路的交通状况。,1
下午5点锦江大道的车流量会很高吗？,1
估计今天中午十二点成渝立交的拥堵程度。,1
帮我预测一下早高峰三环路的交通状况。,1
帮我预测一下早高峰三环路的交通状况。,1
帮我预测一下早高峰三环路的交通状况。,1
下午5点锦江大道的车流量会很高吗？,1
下午5点锦江大道的车流量会很高吗？,1
